latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.738136,-74.04254,51.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),rain (mm),snowfall (cm),snow_depth (m),weather_code (wmo code),wind_speed_10m (km/h),wind_speed_100m (km/h)
2023-04-01T13:00,14.7,93,2.60,2.60,0.00,0.00,63,23.8,41.8
2023-04-01T14:00,15.4,94,0.30,0.30,0.00,0.00,51,26.0,43.9
2023-04-01T15:00,15.6,95,2.20,2.20,0.00,0.00,61,26.4,43.8
2023-04-01T16:00,16.9,89,0.30,0.30,0.00,0.00,51,26.7,40.2
2023-04-01T17:00,16.8,89,0.70,0.70,0.00,0.00,53,24.2,38.0
2023-04-01T18:00,17.6,85,0.30,0.30,0.00,0.00,51,22.4,33.3
2023-04-01T19:00,19.2,72,0.00,0.00,0.00,0.00,2,23.8,33.1
2023-04-01T20:00,19.5,61,0.00,0.00,0.00,0.00,0,24.7,35.3
2023-04-01T21:00,19.5,52,0.00,0.00,0.00,0.00,1,25.8,38.5
2023-04-01T22:00,19.3,51,0.00,0.00,0.00,0.00,2,23.7,37.2
2023-04-01T23:00,16.3,62,0.00,0.00,0.00,0.00,2,22.1,36.9
2023-04-02T00:00,14.1,73,1.20,1.20,0.00,0.00,55,17.0,33.9
2023-04-02T01:00,12.1,70,0.90,0.90,0.00,0.00,53,17.8,31.4
2023-04-02T02:00,11.6,70,0.00,0.00,0.00,0.00,3,14.8,28.4
2023-04-02T03:00,11.5,71,0.00,0.00,0.00,0.00,3,19.5,33.8
2023-04-02T04:00,10.4,74,0.00,0.00,0.00,0.00,2,29.0,45.7
2023-04-02T05:00,8.5,65,0.00,0.00,0.00,0.00,2,35.3,52.8
2023-04-02T06:00,7.8,62,0.00,0.00,0.00,0.00,1,29.4,45.3
2023-04-02T07:00,7.1,63,0.00,0.00,0.00,0.00,1,26.3,41.4
2023-04-02T08:00,6.1,64,0.00,0.00,0.00,0.00,1,26.3,42.4
2023-04-02T09:00,5.1,65,0.00,0.00,0.00,0.00,1,25.2,38.6
2023-04-02T10:00,4.4,62,0.00,0.00,0.00,0.00,2,23.9,36.2
2023-04-02T11:00,3.6,57,0.00,0.00,0.00,0.00,0,26.5,40.0
2023-04-02T12:00,4.6,54,0.00,0.00,0.00,0.00,0,29.9,42.1
2023-04-02T13:00,4.8,48,0.00,0.00,0.00,0.00,0,33.4,45.6
2023-04-02T14:00,5.2,40,0.00,0.00,0.00,0.00,0,32.2,43.2
2023-04-02T15:00,6.1,35,0.00,0.00,0.00,0.00,0,29.2,38.5
2023-04-02T16:00,7.2,33,0.00,0.00,0.00,0.00,0,27.5,36.0
2023-04-02T17:00,8.1,31,0.00,0.00,0.00,0.00,0,25.9,33.4
2023-04-02T18:00,8.8,30,0.00,0.00,0.00,0.00,0,22.5,28.8
2023-04-02T19:00,9.4,29,0.00,0.00,0.00,0.00,0,19.1,24.3
2023-04-02T20:00,9.6,29,0.00,0.00,0.00,0.00,0,17.3,21.9
2023-04-02T21:00,9.5,28,0.00,0.00,0.00,0.00,0,16.3,20.9
2023-04-02T22:00,9.1,28,0.00,0.00,0.00,0.00,0,15.8,21.2
2023-04-02T23:00,7.6,34,0.00,0.00,0.00,0.00,0,12.2,22.4
2023-04-03T00:00,6.0,37,0.00,0.00,0.00,0.00,0,11.2,23.8
2023-04-03T01:00,5.0,42,0.00,0.00,0.00,0.00,0,9.9,22.8
2023-04-03T02:00,4.1,44,0.00,0.00,0.00,0.00,0,10.2,23.6
2023-04-03T03:00,3.0,49,0.00,0.00,0.00,0.00,0,7.9,19.3
2023-04-03T04:00,2.3,55,0.00,0.00,0.00,0.00,0,7.6,18.2
2023-04-03T05:00,1.4,65,0.00,0.00,0.00,0.00,0,6.9,16.2
2023-04-03T06:00,0.7,79,0.00,0.00,0.00,0.00,0,8.1,14.4
2023-04-03T07:00,0.2,86,0.00,0.00,0.00,0.00,0,9.5,14.8
2023-04-03T08:00,0.2,85,0.00,0.00,0.00,0.00,0,8.7,15.7
2023-04-03T09:00,-0.1,81,0.00,0.00,0.00,0.00,0,9.0,17.1
2023-04-03T10:00,-0.4,77,0.00,0.00,0.00,0.00,0,9.5,15.9
2023-04-03T11:00,0.3,74,0.00,0.00,0.00,0.00,0,6.6,12.7
2023-04-03T12:00,3.0,61,0.00,0.00,0.00,0.00,0,7.3,13.0
2023-04-03T13:00,5.6,60,0.00,0.00,0.00,0.00,0,9.5,14.0
2023-04-03T14:00,8.0,52,0.00,0.00,0.00,0.00,0,13.9,17.6
2023-04-03T15:00,9.3,52,0.00,0.00,0.00,0.00,0,15.7,19.6
2023-04-03T16:00,10.3,54,0.00,0.00,0.00,0.00,0,18.9,23.2
2023-04-03T17:00,11.5,54,0.00,0.00,0.00,0.00,0,23.1,28.9
2023-04-03T18:00,12.5,53,0.00,0.00,0.00,0.00,0,24.2,30.7
2023-04-03T19:00,13.2,51,0.00,0.00,0.00,0.00,0,27.2,35.2
2023-04-03T20:00,12.6,57,0.00,0.00,0.00,0.00,0,30.9,41.8
2023-04-03T21:00,12.0,61,0.00,0.00,0.00,0.00,1,30.4,42.8
2023-04-03T22:00,11.3,66,0.00,0.00,0.00,0.00,1,25.8,41.3
2023-04-03T23:00,10.8,67,0.00,0.00,0.00,0.00,2,24.9,40.4
2023-04-04T00:00,9.7,73,0.00,0.00,0.00,0.00,2,20.2,36.4
2023-04-04T01:00,10.1,71,0.00,0.00,0.00,0.00,0,18.6,34.4
2023-04-04T02:00,10.2,72,0.00,0.00,0.00,0.00,0,18.0,33.5
2023-04-04T03:00,9.6,77,0.00,0.00,0.00,0.00,0,14.7,30.3
2023-04-04T04:00,9.3,81,0.00,0.00,0.00,0.00,0,10.9,26.7
2023-04-04T05:00,9.0,85,0.00,0.00,0.00,0.00,0,10.4,25.8
2023-04-04T06:00,8.6,87,0.00,0.00,0.00,0.00,0,8.6,22.9
2023-04-04T07:00,8.9,85,0.00,0.00,0.00,0.00,0,8.4,14.5
2023-04-04T08:00,9.4,84,0.00,0.00,0.00,0.00,0,1.8,6.9
2023-04-04T09:00,7.1,90,0.00,0.00,0.00,0.00,0,2.3,3.1
2023-04-04T10:00,5.7,94,0.00,0.00,0.00,0.00,0,5.4,2.7
2023-04-04T11:00,6.4,95,0.00,0.00,0.00,0.00,0,5.9,11.2
2023-04-04T12:00,8.1,92,0.00,0.00,0.00,0.00,0,3.1,2.3
2023-04-04T13:00,11.0,84,0.00,0.00,0.00,0.00,0,2.7,0.8
2023-04-04T14:00,13.4,76,0.00,0.00,0.00,0.00,0,1.8,2.6
2023-04-04T15:00,15.6,70,0.00,0.00,0.00,0.00,0,7.2,8.6
2023-04-04T16:00,17.5,65,0.00,0.00,0.00,0.00,1,9.9,12.1
2023-04-04T17:00,18.5,65,0.00,0.00,0.00,0.00,1,14.0,16.5
2023-04-04T18:00,18.3,67,0.00,0.00,0.00,0.00,2,16.7,20.8
2023-04-04T19:00,18.1,70,0.00,0.00,0.00,0.00,3,15.8,20.1
2023-04-04T20:00,17.0,75,0.00,0.00,0.00,0.00,3,14.0,22.8
2023-04-04T21:00,17.0,79,0.00,0.00,0.00,0.00,2,12.8,25.1
2023-04-04T22:00,17.8,75,0.00,0.00,0.00,0.00,0,14.0,23.6
2023-04-04T23:00,16.0,81,0.00,0.00,0.00,0.00,2,16.8,30.0
2023-04-05T00:00,15.1,86,0.00,0.00,0.00,0.00,2,11.3,27.5
2023-04-05T01:00,16.0,85,0.00,0.00,0.00,0.00,1,12.2,26.5
2023-04-05T02:00,15.1,90,0.00,0.00,0.00,0.00,0,8.7,22.7
2023-04-05T03:00,13.9,93,0.00,0.00,0.00,0.00,0,9.3,20.3
2023-04-05T04:00,13.0,96,0.00,0.00,0.00,0.00,0,10.7,15.5
2023-04-05T05:00,11.3,98,0.00,0.00,0.00,0.00,3,12.9,24.4
2023-04-05T06:00,11.3,99,0.00,0.00,0.00,0.00,3,13.0,24.2
2023-04-05T07:00,11.5,98,0.00,0.00,0.00,0.00,3,14.0,24.9
2023-04-05T08:00,11.0,96,0.00,0.00,0.00,0.00,3,16.6,26.7
2023-04-05T09:00,9.9,95,0.00,0.00,0.00,0.00,3,17.8,27.2
2023-04-05T10:00,9.7,94,0.00,0.00,0.00,0.00,3,16.3,25.2
2023-04-05T11:00,9.7,93,0.00,0.00,0.00,0.00,3,18.1,27.9
2023-04-05T12:00,9.8,86,0.00,0.00,0.00,0.00,3,20.5,30.1
2023-04-05T13:00,11.1,83,0.00,0.00,0.00,0.00,3,19.2,26.5
2023-04-05T14:00,12.3,81,0.00,0.00,0.00,0.00,3,17.6,23.0
2023-04-05T15:00,13.4,81,0.10,0.10,0.00,0.00,51,18.4,24.5
2023-04-05T16:00,13.0,81,0.10,0.10,0.00,0.00,51,18.8,25.0
2023-04-05T17:00,13.2,78,0.10,0.10,0.00,0.00,51,20.2,26.4
2023-04-05T18:00,13.3,79,0.00,0.00,0.00,0.00,3,17.7,23.4
2023-04-05T19:00,12.8,82,0.10,0.10,0.00,0.00,51,16.1,21.2
2023-04-05T20:00,12.9,82,0.00,0.00,0.00,0.00,3,14.1,18.8
2023-04-05T21:00,12.8,86,0.00,0.00,0.00,0.00,3,13.1,17.3
2023-04-05T22:00,12.5,89,0.00,0.00,0.00,0.00,3,14.9,21.0
2023-04-05T23:00,12.3,92,0.00,0.00,0.00,0.00,3,11.5,17.0
2023-04-06T00:00,9.1,88,0.00,0.00,0.00,0.00,3,10.9,16.2
2023-04-06T01:00,9.7,92,0.00,0.00,0.00,0.00,3,9.1,14.1
2023-04-06T02:00,10.0,95,0.00,0.00,0.00,0.00,3,7.6,13.3
2023-04-06T03:00,10.3,98,0.00,0.00,0.00,0.00,3,7.6,11.4
2023-04-06T04:00,10.8,100,0.00,0.00,0.00,0.00,3,9.0,14.6
2023-04-06T05:00,11.3,100,0.00,0.00,0.00,0.00,3,6.3,13.4
2023-04-06T06:00,11.4,100,0.00,0.00,0.00,0.00,3,3.1,3.1
2023-04-06T07:00,11.4,98,0.00,0.00,0.00,0.00,3,3.6,0.7
2023-04-06T08:00,11.3,98,0.30,0.30,0.00,0.00,51,2.3,4.7
2023-04-06T09:00,11.4,99,0.00,0.00,0.00,0.00,3,6.1,13.2
2023-04-06T10:00,12.1,100,0.00,0.00,0.00,0.00,3,2.5,9.4
2023-04-06T11:00,11.2,100,0.00,0.00,0.00,0.00,3,3.6,9.8
2023-04-06T12:00,10.4,94,0.00,0.00,0.00,0.00,3,4.0,6.4
2023-04-06T13:00,12.8,89,0.00,0.00,0.00,0.00,3,1.8,5.8
2023-04-06T14:00,15.7,82,0.00,0.00,0.00,0.00,3,5.8,8.0
2023-04-06T15:00,18.4,76,0.00,0.00,0.00,0.00,2,8.3,10.0
2023-04-06T16:00,20.4,72,0.00,0.00,0.00,0.00,2,13.0,15.9
2023-04-06T17:00,23.3,64,0.00,0.00,0.00,0.00,2,13.4,16.8
2023-04-06T18:00,25.5,53,0.00,0.00,0.00,0.00,2,18.7,23.7
2023-04-06T19:00,26.3,50,0.00,0.00,0.00,0.00,1,18.6,24.8
2023-04-06T20:00,24.5,58,0.00,0.00,0.00,0.00,1,13.8,19.1
2023-04-06T21:00,21.0,76,0.00,0.00,0.00,0.00,3,9.4,16.2
2023-04-06T22:00,21.1,74,0.00,0.00,0.00,0.00,3,6.1,12.9
2023-04-06T23:00,20.6,75,0.10,0.10,0.00,0.00,51,17.6,30.1
2023-04-07T00:00,17.5,83,0.50,0.50,0.00,0.00,53,16.2,31.5
2023-04-07T01:00,16.6,75,0.00,0.00,0.00,0.00,3,12.4,22.3
2023-04-07T02:00,14.5,90,1.30,1.30,0.00,0.00,61,11.4,22.6
2023-04-07T03:00,13.9,82,1.10,1.10,0.00,0.00,55,11.8,23.8
2023-04-07T04:00,13.7,74,0.00,0.00,0.00,0.00,3,13.2,24.2
2023-04-07T05:00,12.9,67,0.00,0.00,0.00,0.00,2,17.7,30.6
2023-04-07T06:00,12.1,62,0.00,0.00,0.00,0.00,1,15.3,27.0
2023-04-07T07:00,11.1,55,0.00,0.00,0.00,0.00,2,15.1,27.7
2023-04-07T08:00,10.7,46,0.00,0.00,0.00,0.00,2,15.5,27.9
2023-04-07T09:00,9.9,42,0.00,0.00,0.00,0.00,2,13.5,25.8
2023-04-07T10:00,9.2,41,0.00,0.00,0.00,0.00,3,13.9,26.7
2023-04-07T11:00,9.1,41,0.00,0.00,0.00,0.00,3,15.5,26.2
2023-04-07T12:00,10.2,41,0.00,0.00,0.00,0.00,3,8.4,17.6
2023-04-07T13:00,11.0,37,0.00,0.00,0.00,0.00,2,13.2,18.3
2023-04-07T14:00,11.8,36,0.00,0.00,0.00,0.00,2,16.9,22.0
2023-04-07T15:00,12.4,35,0.00,0.00,0.00,0.00,2,16.7,21.7
2023-04-07T16:00,13.2,32,0.00,0.00,0.00,0.00,3,18.5,24.3
2023-04-07T17:00,12.9,32,0.00,0.00,0.00,0.00,3,18.4,24.8
2023-04-07T18:00,13.7,27,0.00,0.00,0.00,0.00,3,21.7,28.9
2023-04-07T19:00,13.1,28,0.00,0.00,0.00,0.00,3,21.9,29.5
2023-04-07T20:00,11.8,36,0.00,0.00,0.00,0.00,3,17.7,24.9
2023-04-07T21:00,11.9,38,0.00,0.00,0.00,0.00,3,15.3,21.7
2023-04-07T22:00,11.4,39,0.00,0.00,0.00,0.00,3,15.5,22.9
2023-04-07T23:00,10.2,39,0.00,0.00,0.00,0.00,3,16.3,25.9
2023-04-08T00:00,8.8,36,0.00,0.00,0.00,0.00,2,13.7,23.8
2023-04-08T01:00,8.2,35,0.00,0.00,0.00,0.00,1,13.5,23.8
2023-04-08T02:00,7.4,36,0.00,0.00,0.00,0.00,1,18.0,31.4
2023-04-08T03:00,6.6,35,0.00,0.00,0.00,0.00,1,20.5,33.0
2023-04-08T04:00,5.6,38,0.00,0.00,0.00,0.00,1,19.9,32.2
2023-04-08T05:00,4.6,42,0.00,0.00,0.00,0.00,1,18.7,30.1
2023-04-08T06:00,4.1,46,0.00,0.00,0.00,0.00,1,19.3,30.1
2023-04-08T07:00,3.5,48,0.00,0.00,0.00,0.00,1,16.9,27.0
2023-04-08T08:00,2.7,54,0.00,0.00,0.00,0.00,1,13.4,23.1
2023-04-08T09:00,2.1,57,0.00,0.00,0.00,0.00,1,10.0,19.3
2023-04-08T10:00,1.6,60,0.00,0.00,0.00,0.00,1,8.1,17.1
2023-04-08T11:00,1.5,61,0.00,0.00,0.00,0.00,1,7.9,15.6
2023-04-08T12:00,3.5,52,0.00,0.00,0.00,0.00,1,10.0,12.5
2023-04-08T13:00,4.7,47,0.00,0.00,0.00,0.00,1,7.1,8.5
2023-04-08T14:00,5.9,42,0.00,0.00,0.00,0.00,1,5.8,6.8
2023-04-08T15:00,6.8,40,0.00,0.00,0.00,0.00,1,4.0,5.2
2023-04-08T16:00,7.6,39,0.00,0.00,0.00,0.00,1,2.9,3.8
2023-04-08T17:00,8.5,39,0.00,0.00,0.00,0.00,1,1.1,2.1
2023-04-08T18:00,9.5,37,0.00,0.00,0.00,0.00,1,0.4,1.6
2023-04-08T19:00,10.2,34,0.00,0.00,0.00,0.00,1,2.2,1.6
2023-04-08T20:00,10.1,33,0.00,0.00,0.00,0.00,1,5.6,5.2
2023-04-08T21:00,8.7,45,0.00,0.00,0.00,0.00,1,14.4,17.7
2023-04-08T22:00,8.0,47,0.00,0.00,0.00,0.00,1,12.3,16.3
2023-04-08T23:00,7.6,55,0.00,0.00,0.00,0.00,1,10.6,15.2
2023-04-09T00:00,6.5,63,0.00,0.00,0.00,0.00,1,14.8,24.0
2023-04-09T01:00,6.1,59,0.00,0.00,0.00,0.00,1,12.9,21.9
2023-04-09T02:00,5.8,60,0.00,0.00,0.00,0.00,1,11.8,21.4
2023-04-09T03:00,5.3,60,0.00,0.00,0.00,0.00,1,9.9,20.6
2023-04-09T04:00,4.7,60,0.00,0.00,0.00,0.00,1,9.7,21.6
2023-04-09T05:00,4.0,62,0.00,0.00,0.00,0.00,1,7.3,19.4
2023-04-09T06:00,3.1,72,0.00,0.00,0.00,0.00,0,6.0,16.6
2023-04-09T07:00,2.0,81,0.00,0.00,0.00,0.00,1,8.6,14.8
2023-04-09T08:00,2.1,83,0.00,0.00,0.00,0.00,0,8.2,13.4
2023-04-09T09:00,1.1,86,0.00,0.00,0.00,0.00,0,7.9,11.0
2023-04-09T10:00,1.0,88,0.00,0.00,0.00,0.00,0,8.3,12.6
2023-04-09T11:00,2.3,85,0.00,0.00,0.00,0.00,0,6.1,15.6
2023-04-09T12:00,4.5,78,0.00,0.00,0.00,0.00,0,10.2,18.5
2023-04-09T13:00,6.7,62,0.00,0.00,0.00,0.00,0,15.3,20.2
2023-04-09T14:00,8.1,50,0.00,0.00,0.00,0.00,0,15.9,20.2
2023-04-09T15:00,9.7,44,0.00,0.00,0.00,0.00,0,14.5,18.2
2023-04-09T16:00,10.9,39,0.00,0.00,0.00,0.00,0,11.4,13.7
2023-04-09T17:00,11.5,37,0.00,0.00,0.00,0.00,0,7.6,9.1
2023-04-09T18:00,11.5,37,0.00,0.00,0.00,0.00,2,7.5,8.4
2023-04-09T19:00,10.7,51,0.00,0.00,0.00,0.00,1,17.2,20.8
2023-04-09T20:00,9.5,57,0.00,0.00,0.00,0.00,0,24.2,30.8
2023-04-09T21:00,9.6,50,0.00,0.00,0.00,0.00,0,21.1,27.1
2023-04-09T22:00,7.6,59,0.00,0.00,0.00,0.00,0,21.4,28.9
2023-04-09T23:00,6.8,71,0.00,0.00,0.00,0.00,0,13.9,19.4
2023-04-10T00:00,6.0,73,0.00,0.00,0.00,0.00,0,16.6,27.1
2023-04-10T01:00,5.5,76,0.00,0.00,0.00,0.00,0,9.4,21.7
2023-04-10T02:00,5.2,74,0.00,0.00,0.00,0.00,0,8.7,20.9
2023-04-10T03:00,3.9,87,0.00,0.00,0.00,0.00,0,7.3,16.1
2023-04-10T04:00,4.0,89,0.00,0.00,0.00,0.00,0,7.9,18.7
2023-04-10T05:00,2.9,92,0.00,0.00,0.00,0.00,0,7.3,16.2
2023-04-10T06:00,2.3,92,0.00,0.00,0.00,0.00,0,8.5,14.1
2023-04-10T07:00,2.5,93,0.00,0.00,0.00,0.00,0,7.4,15.1
2023-04-10T08:00,2.3,95,0.00,0.00,0.00,0.00,0,7.0,17.4
2023-04-10T09:00,2.1,95,0.00,0.00,0.00,0.00,0,7.2,19.6
2023-04-10T10:00,2.0,95,0.00,0.00,0.00,0.00,0,7.4,20.4
2023-04-10T11:00,2.7,93,0.00,0.00,0.00,0.00,0,8.6,21.1
2023-04-10T12:00,5.0,77,0.00,0.00,0.00,0.00,0,9.2,19.7
2023-04-10T13:00,7.4,66,0.00,0.00,0.00,0.00,0,9.2,12.9
2023-04-10T14:00,9.8,55,0.00,0.00,0.00,0.00,0,10.4,13.2
2023-04-10T15:00,12.2,48,0.00,0.00,0.00,0.00,0,9.9,11.9
2023-04-10T16:00,14.2,40,0.00,0.00,0.00,0.00,0,8.7,10.6
2023-04-10T17:00,15.7,35,0.00,0.00,0.00,0.00,0,8.7,9.8
2023-04-10T18:00,16.9,30,0.00,0.00,0.00,0.00,0,7.9,9.6
2023-04-10T19:00,17.6,28,0.00,0.00,0.00,0.00,0,7.7,9.2
2023-04-10T20:00,16.8,38,0.00,0.00,0.00,0.00,0,13.1,15.9
2023-04-10T21:00,14.7,53,0.00,0.00,0.00,0.00,0,18.8,25.7
2023-04-10T22:00,12.8,61,0.00,0.00,0.00,0.00,0,18.5,30.3
2023-04-10T23:00,11.2,69,0.00,0.00,0.00,0.00,0,14.0,25.6
2023-04-11T00:00,9.8,76,0.00,0.00,0.00,0.00,0,9.7,21.2
2023-04-11T01:00,9.3,74,0.00,0.00,0.00,0.00,0,10.9,17.3
2023-04-11T02:00,9.5,56,0.00,0.00,0.00,0.00,0,9.3,23.7
2023-04-11T03:00,9.6,50,0.00,0.00,0.00,0.00,0,11.8,28.1
2023-04-11T04:00,9.1,51,0.00,0.00,0.00,0.00,0,15.0,32.1
2023-04-11T05:00,8.3,53,0.00,0.00,0.00,0.00,0,14.2,30.5
2023-04-11T06:00,7.5,55,0.00,0.00,0.00,0.00,0,12.0,28.0
2023-04-11T07:00,7.0,58,0.00,0.00,0.00,0.00,0,12.1,27.7
2023-04-11T08:00,6.7,59,0.00,0.00,0.00,0.00,0,12.0,27.9
2023-04-11T09:00,6.5,61,0.00,0.00,0.00,0.00,0,12.5,28.5
2023-04-11T10:00,6.2,62,0.00,0.00,0.00,0.00,0,12.5,28.5
2023-04-11T11:00,6.4,62,0.00,0.00,0.00,0.00,1,12.9,28.0
2023-04-11T12:00,8.9,59,0.00,0.00,0.00,0.00,0,12.4,23.4
2023-04-11T13:00,11.9,48,0.00,0.00,0.00,0.00,1,10.2,16.2
2023-04-11T14:00,15.0,42,0.00,0.00,0.00,0.00,1,8.9,11.6
2023-04-11T15:00,17.6,37,0.00,0.00,0.00,0.00,1,10.7,13.3
2023-04-11T16:00,20.0,34,0.00,0.00,0.00,0.00,1,14.9,18.4
2023-04-11T17:00,21.8,25,0.00,0.00,0.00,0.00,1,21.3,27.2
2023-04-11T18:00,22.6,19,0.00,0.00,0.00,0.00,1,26.0,34.3
2023-04-11T19:00,22.8,20,0.00,0.00,0.00,0.00,1,25.6,34.4
2023-04-11T20:00,22.6,22,0.00,0.00,0.00,0.00,1,25.1,34.9
2023-04-11T21:00,22.1,24,0.00,0.00,0.00,0.00,1,23.9,34.7
2023-04-11T22:00,20.9,25,0.00,0.00,0.00,0.00,1,21.7,35.3
2023-04-11T23:00,19.5,27,0.00,0.00,0.00,0.00,2,21.2,37.2
2023-04-12T00:00,16.6,31,0.00,0.00,0.00,0.00,1,15.9,34.6
2023-04-12T01:00,17.0,30,0.00,0.00,0.00,0.00,2,22.1,40.3
2023-04-12T02:00,16.7,31,0.00,0.00,0.00,0.00,3,23.0,40.6
2023-04-12T03:00,16.9,31,0.00,0.00,0.00,0.00,2,24.3,41.7
2023-04-12T04:00,16.9,32,0.00,0.00,0.00,0.00,2,24.1,41.7
2023-04-12T05:00,16.7,33,0.00,0.00,0.00,0.00,1,24.1,42.3
2023-04-12T06:00,16.1,33,0.00,0.00,0.00,0.00,1,22.7,40.1
2023-04-12T07:00,15.7,35,0.00,0.00,0.00,0.00,1,22.0,39.7
2023-04-12T08:00,15.6,37,0.00,0.00,0.00,0.00,1,23.1,40.6
2023-04-12T09:00,15.5,39,0.00,0.00,0.00,0.00,1,22.1,39.1
2023-04-12T10:00,15.4,41,0.00,0.00,0.00,0.00,2,20.2,36.5
2023-04-12T11:00,15.3,43,0.00,0.00,0.00,0.00,2,18.7,33.9
2023-04-12T12:00,17.0,39,0.00,0.00,0.00,0.00,1,16.5,32.7
2023-04-12T13:00,19.0,39,0.00,0.00,0.00,0.00,1,17.0,28.1
2023-04-12T14:00,20.9,36,0.00,0.00,0.00,0.00,1,14.9,20.1
2023-04-12T15:00,22.5,34,0.00,0.00,0.00,0.00,1,17.4,22.2
2023-04-12T16:00,24.1,32,0.00,0.00,0.00,0.00,0,17.9,22.9
2023-04-12T17:00,25.6,29,0.00,0.00,0.00,0.00,0,20.1,25.6
2023-04-12T18:00,26.5,27,0.00,0.00,0.00,0.00,0,21.7,27.7
2023-04-12T19:00,27.0,26,0.00,0.00,0.00,0.00,0,22.4,29.6
2023-04-12T20:00,27.3,27,0.00,0.00,0.00,0.00,2,21.7,29.1
2023-04-12T21:00,26.2,32,0.00,0.00,0.00,0.00,1,21.1,33.3
2023-04-12T22:00,25.7,36,0.00,0.00,0.00,0.00,0,10.1,19.8
2023-04-12T23:00,21.9,56,0.00,0.00,0.00,0.00,0,9.7,14.6
2023-04-13T00:00,18.1,50,0.00,0.00,0.00,0.00,0,8.9,14.9
2023-04-13T01:00,19.7,46,0.00,0.00,0.00,0.00,0,11.4,28.1
2023-04-13T02:00,19.8,44,0.00,0.00,0.00,0.00,0,12.4,28.9
2023-04-13T03:00,17.3,51,0.00,0.00,0.00,0.00,0,9.0,23.5
2023-04-13T04:00,16.3,52,0.00,0.00,0.00,0.00,0,10.1,26.0
2023-04-13T05:00,16.2,51,0.00,0.00,0.00,0.00,0,11.6,28.9
2023-04-13T06:00,15.6,55,0.00,0.00,0.00,0.00,0,13.0,30.6
2023-04-13T07:00,14.9,58,0.00,0.00,0.00,0.00,0,9.9,25.4
2023-04-13T08:00,13.2,66,0.00,0.00,0.00,0.00,0,8.3,22.0
2023-04-13T09:00,12.2,70,0.00,0.00,0.00,0.00,0,8.3,20.3
2023-04-13T10:00,11.7,72,0.00,0.00,0.00,0.00,0,8.9,21.7
2023-04-13T11:00,13.2,67,0.00,0.00,0.00,0.00,0,8.3,23.2
2023-04-13T12:00,16.2,62,0.00,0.00,0.00,0.00,0,8.3,21.7
2023-04-13T13:00,21.1,51,0.00,0.00,0.00,0.00,0,10.7,25.5
2023-04-13T14:00,24.6,41,0.00,0.00,0.00,0.00,0,12.0,16.0
2023-04-13T15:00,26.5,35,0.00,0.00,0.00,0.00,0,12.3,15.2
2023-04-13T16:00,27.8,31,0.00,0.00,0.00,0.00,0,11.9,14.8
2023-04-13T17:00,28.9,29,0.00,0.00,0.00,0.00,0,12.5,15.6
2023-04-13T18:00,29.9,27,0.00,0.00,0.00,0.00,0,15.5,19.4
2023-04-13T19:00,30.9,26,0.00,0.00,0.00,0.00,0,19.5,24.6
2023-04-13T20:00,30.9,27,0.00,0.00,0.00,0.00,0,20.2,27.1
2023-04-13T21:00,30.4,26,0.00,0.00,0.00,0.00,0,20.6,28.6
2023-04-13T22:00,28.9,29,0.00,0.00,0.00,0.00,0,17.3,28.8
2023-04-13T23:00,26.1,33,0.00,0.00,0.00,0.00,0,14.4,29.9
2023-04-14T00:00,22.7,36,0.00,0.00,0.00,0.00,0,14.8,35.0
2023-04-14T01:00,23.4,32,0.00,0.00,0.00,0.00,0,18.0,37.3
2023-04-14T02:00,22.0,34,0.00,0.00,0.00,0.00,0,16.9,34.9
2023-04-14T03:00,20.6,37,0.00,0.00,0.00,0.00,0,15.7,33.8
2023-04-14T04:00,19.6,38,0.00,0.00,0.00,0.00,0,15.5,33.5
2023-04-14T05:00,19.0,38,0.00,0.00,0.00,0.00,0,14.4,33.0
2023-04-14T06:00,18.2,38,0.00,0.00,0.00,0.00,0,13.8,31.6
2023-04-14T07:00,17.7,39,0.00,0.00,0.00,0.00,0,13.4,31.0
2023-04-14T08:00,16.8,42,0.00,0.00,0.00,0.00,0,10.1,26.7
2023-04-14T09:00,14.4,52,0.00,0.00,0.00,0.00,1,11.7,19.5
2023-04-14T10:00,13.6,55,0.00,0.00,0.00,0.00,0,9.5,13.8
2023-04-14T11:00,14.6,55,0.00,0.00,0.00,0.00,0,11.0,16.3
2023-04-14T12:00,17.9,62,0.00,0.00,0.00,0.00,0,5.7,10.5
2023-04-14T13:00,21.9,46,0.00,0.00,0.00,0.00,0,5.2,9.6
2023-04-14T14:00,24.2,39,0.00,0.00,0.00,0.00,1,2.3,3.1
2023-04-14T15:00,25.8,36,0.00,0.00,0.00,0.00,1,5.1,5.9
2023-04-14T16:00,27.3,33,0.00,0.00,0.00,0.00,0,5.4,6.2
2023-04-14T17:00,28.8,29,0.00,0.00,0.00,0.00,1,8.6,9.7
2023-04-14T18:00,29.4,28,0.00,0.00,0.00,0.00,1,14.1,16.9
2023-04-14T19:00,26.8,39,0.00,0.00,0.00,0.00,1,19.2,25.0
2023-04-14T20:00,26.2,46,0.00,0.00,0.00,0.00,1,16.9,24.3
2023-04-14T21:00,26.3,51,0.00,0.00,0.00,0.00,1,17.9,27.6
2023-04-14T22:00,25.4,53,0.00,0.00,0.00,0.00,1,17.2,28.4
